idx,topic,domain,layer,alpha,novice_base.n_words,novice_plusv.n_words,expert_base.n_words,expert_minusv.n_words,delta_novice_plusv_minus_base.n_words,delta_expert_minusv_minus_base.n_words,novice_base.fk_grade,novice_plusv.fk_grade,expert_base.fk_grade,expert_minusv.fk_grade,delta_novice_plusv_minus_base.fk_grade,delta_expert_minusv_minus_base.fk_grade,novice_base.fk_ease,novice_plusv.fk_ease,expert_base.fk_ease,expert_minusv.fk_ease,delta_novice_plusv_minus_base.fk_ease,delta_expert_minusv_minus_base.fk_ease,novice_base.jargon_rate,novice_plusv.jargon_rate,expert_base.jargon_rate,expert_minusv.jargon_rate,delta_novice_plusv_minus_base.jargon_rate,delta_expert_minusv_minus_base.jargon_rate,novice_base.definition_count,novice_plusv.definition_count,expert_base.definition_count,expert_minusv.definition_count,delta_novice_plusv_minus_base.definition_count,delta_expert_minusv_minus_base.definition_count,novice_base.example_count,novice_plusv.example_count,expert_base.example_count,expert_minusv.example_count,delta_novice_plusv_minus_base.example_count,delta_expert_minusv_minus_base.example_count,novice_base.bullet_count,novice_plusv.bullet_count,expert_base.bullet_count,expert_minusv.bullet_count,delta_novice_plusv_minus_base.bullet_count,delta_expert_minusv_minus_base.bullet_count,novice_base.math_symbol_rate,novice_plusv.math_symbol_rate,expert_base.math_symbol_rate,expert_minusv.math_symbol_rate,delta_novice_plusv_minus_base.math_symbol_rate,delta_expert_minusv_minus_base.math_symbol_rate
40,Data Poisoning in Machine Learning,Cybersecurity,20,1.0,168.0,181.0,167.0,176.0,13.0,9.0,12.118346111719607,11.256550279329609,15.38172894590073,17.450343567251462,-0.8617958323899977,2.068614621350733,35.05869112814898,40.926985567970235,11.176140546570025,8.023585526315799,5.8682944398212555,-3.1525550202542263,0.17391304347826086,0.11864406779661017,0.24242424242424243,0.2441860465116279,-0.05526897568165069,0.0017618040873854657,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,5.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Clustering Algorithms Beyond K-means,Data Analysis,20,1.0,155.0,158.0,173.0,173.0,3.0,0.0,11.566285370258885,12.791469798657719,11.693684210526317,11.693684210526317,1.2251844283988333,0.0,36.587910897049966,29.89270805369128,45.06578947368425,45.06578947368425,-6.695202843358686,0.0,0.17834394904458598,0.17880794701986755,0.1676300578034682,0.1676300578034682,0.0004639979752815715,0.0,6.0,3.0,4.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Graph Neural Networks for Social Networks,Social Network Analysis,20,1.0,159.0,165.0,163.0,169.0,6.0,6.0,11.143263157894737,12.554656050955415,14.15786163522013,15.427380952380954,1.411392893060679,1.2695193171608246,42.243842105263184,33.01542356687901,25.024088050314475,21.859285714285733,-9.228418538384176,-3.1648023360287425,0.13725490196078433,0.1962025316455696,0.21875,0.18562874251497005,0.058947629684785285,-0.03312125748502995,3.0,2.0,1.0,2.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,5.0,5.0,5.0,2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Multi-Agent Reinforcement Learning,Reinforcement Learning,20,1.0,171.0,176.0,166.0,171.0,5.0,5.0,11.57357142857143,11.463571428571427,16.195432098765433,15.194843373493978,-0.11000000000000298,-1.0005887252714558,37.0214285714286,44.04392857142861,11.009444444444455,15.689614457831368,7.022500000000008,4.680170013386913,0.19047619047619047,0.16184971098265896,0.2670807453416149,0.24550898203592814,-0.028626479493531504,-0.021571763305686775,3.0,1.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Hyperparameter Optimization Techniques,Machine Learning,20,1.0,172.0,171.0,174.0,176.0,-1.0,2.0,11.061627906976746,12.968633705475813,15.334117647058822,14.757509196006303,1.9070057984990676,-0.5766084510525182,41.28550387596903,29.772153110047867,15.403529411764737,17.270662112454062,-11.51335076592116,1.867132700689325,0.1377245508982036,0.14285714285714285,0.26011560693641617,0.26136363636363635,0.005132591958939253,0.0012480294272201875,3.0,1.0,4.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,2.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Temporal Fusion Transformers,Time Series Analysis,20,1.0,170.0,169.0,183.0,176.0,-1.0,-7.0,10.849245562130179,11.297316017316017,15.264580110497242,16.326395348837213,0.44807045518583877,1.061815238339971,42.3629018737673,41.26889610389614,17.861290055248645,16.304360465116304,-1.0940057698711598,-1.5569295901323414,0.19753086419753085,0.19254658385093168,0.25824175824175827,0.25,-0.004984280346599174,-0.008241758241758268,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Robustness of Neural Networks,Machine Learning,20,1.0,176.0,173.0,165.0,165.0,-3.0,0.0,14.362803030303034,17.05762283236994,15.652474437627813,15.652474437627813,2.694819802066906,0.0,26.919065656565664,11.284468930635882,15.100074982958432,15.100074982958432,-15.634596725929782,0.0,0.17142857142857143,0.20348837209302326,0.22560975609756098,0.22560975609756098,0.032059800664451826,0.0,7.0,5.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Neural Architecture Search,AI Optimization,20,1.0,177.0,177.0,182.0,184.0,0.0,2.0,13.125142857142858,12.855428571428572,14.772083333333335,17.01896067415731,-0.26971428571428646,2.246877340823975,24.938395604395595,26.872109890109897,28.561175847457662,12.67484550561798,1.9337142857143022,-15.886330341839681,0.22413793103448276,0.21839080459770116,0.21022727272727273,0.26256983240223464,-0.005747126436781602,0.0523425596749619,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Emotion Recognition in Text,Natural Language Processing,20,1.0,163.0,165.0,161.0,172.0,2.0,11.0,11.624583333333334,10.758864197530865,14.732071346375147,16.07078431372549,-0.8657191358024683,1.338712967350343,43.38430555555556,46.78088888888888,15.024263521288844,13.486307189542515,3.396583333333325,-1.5379563317463294,0.17391304347826086,0.17177914110429449,0.31645569620253167,0.28823529411764703,-0.0021339023739663787,-0.028220402084884633,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,6.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Latent Variable Models,Statistics,20,1.0,161.0,162.0,175.0,178.0,1.0,3.0,15.621062893081767,14.198977272727276,16.2135736677116,17.818787878787877,-1.4220856203544905,1.6052142110762766,11.387066037735849,19.170113636363652,6.993338557993724,-4.029476117103201,7.783047598627803,-11.022814675096924,0.24675324675324675,0.21428571428571427,0.22674418604651161,0.25862068965517243,-0.03246753246753248,0.03187650360866082,1.0,1.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-1.0,7.0,6.0,3.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Symbolic Regression with Genetic Programming,Machine Learning,20,1.0,179.0,179.0,167.0,168.0,0.0,1.0,15.411112239715592,15.646751787538307,15.059958592132507,15.290511247443764,0.23563954782271423,0.23055265531125713,13.55617064499748,11.704836567926492,18.95231193926847,17.695167007498327,-1.8513340770709874,-1.2571449317701422,0.2849162011173184,0.29213483146067415,0.2732919254658385,0.27439024390243905,0.007218630343355736,0.0010983184366005205,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,AI in Urban Planning,Urban Studies,20,1.0,162.0,168.0,162.0,171.0,6.0,9.0,17.0796336996337,17.145771604938272,17.926250000000007,16.87181636726547,0.06613790530457209,-1.0544336327345363,12.303461538461562,8.203472222222246,1.0493749999999977,7.149614105123135,-4.099989316239316,6.100239105123137,0.23870967741935484,0.2875,0.2641509433962264,0.22093023255813954,0.04879032258064514,-0.04322071083808687,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,9.0,5.0,2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Human-AI Collaboration Mechanisms,Human-Computer Interaction,20,1.0,186.0,179.0,167.0,175.0,-7.0,8.0,13.931741935483874,12.9060843067547,13.625480572597137,13.621516966067865,-1.0256576287291743,-0.003963606529271857,28.307612903225817,31.51594718131031,29.632590320381752,30.452608117099174,3.208334278084493,0.8200177967174227,0.20994475138121546,0.20114942528735633,0.22560975609756098,0.20710059171597633,-0.008795326093859135,-0.018509164381584647,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,4.0,5.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Explainable Reinforcement Learning,Machine Learning,20,1.0,177.0,178.0,158.0,163.0,1.0,5.0,12.379666666666665,12.631775280898879,16.360357142857147,15.161153846153848,0.2521086142322133,-1.199203296703299,37.832211864406815,36.20283146067416,12.053392857142882,21.096346153846184,-1.6293804037326538,9.042953296703303,0.24571428571428572,0.20454545454545456,0.27741935483870966,0.19254658385093168,-0.04116883116883116,-0.08487277098777798,4.0,4.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,-1.0,-1.0,4.0,4.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Fairness Through Unawareness,Ethical AI,20,1.0,177.0,182.0,170.0,170.0,5.0,0.0,13.24425287356322,11.415474525474526,13.55990361445783,13.55990361445783,-1.8287783480886937,0.0,34.54270114942531,42.68861638361642,27.411301204819324,27.411301204819324,8.145915234191108,0.0,0.1907514450867052,0.16022099447513813,0.2545454545454545,0.2545454545454545,-0.03053045061156706,0.0,5.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,5.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Cross-Domain Transfer Learning,Machine Learning,20,1.0,181.0,181.0,186.0,186.0,0.0,0.0,11.389883189436265,12.312788217369224,12.135628415300548,12.135628415300548,0.9229050279329591,0.0,42.38633824276283,35.769578466226505,44.27207650273226,44.27207650273226,-6.616759776536327,0.0,0.10674157303370786,0.12849162011173185,0.14130434782608695,0.14130434782608695,0.021750047078023985,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Simulation-based Optimization,Operations Research,20,1.0,172.0,177.0,186.0,183.0,5.0,-3.0,13.049117647058825,14.585227272727277,16.468608695652176,16.633640883977908,1.5361096256684519,0.16503218832573197,26.739362745098077,18.991590909090917,9.763347826087,8.045820441988951,-7.747771836007161,-1.717527384098048,0.23529411764705882,0.21666666666666667,0.27717391304347827,0.287292817679558,-0.018627450980392146,0.010118904636079729,6.0,4.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Transfer Learning in Robotics,Robotics,20,1.0,165.0,165.0,176.0,178.0,0.0,2.0,13.228750000000002,14.870683962264156,13.392215799614643,14.058045977011496,1.6419339622641544,0.6658301773968525,35.84125000000003,23.84678066037739,33.283982016698815,28.708218390804603,-11.99446933962264,-4.575763625894211,0.12345679012345678,0.14634146341463414,0.1694915254237288,0.1977401129943503,0.022884673291177354,0.028248587570621486,2.0,1.0,4.0,4.0,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,8.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Automated Feature Engineering,Data Mining,20,1.0,173.0,176.0,176.0,176.0,3.0,0.0,15.714087719298245,16.15232183908046,14.936959064327485,16.070226608187134,0.4382341197822157,1.133267543859649,12.857447368421077,10.249862068965541,21.81315789473686,17.91832236842106,-2.607585299455536,-3.894835526315802,0.2485207100591716,0.27647058823529413,0.20930232558139536,0.2138728323699422,0.027949878176122545,0.004570506788546841,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Zero-shot Learning Techniques,Machine Learning,20,1.0,172.0,178.0,175.0,180.0,6.0,5.0,10.929783132530122,9.778465116279069,15.643082851637768,15.391872659176034,-1.1513180162510537,-0.25121019246173404,46.267927710843395,55.59095348837212,17.146409762363533,19.936960049937596,9.323025777528727,2.7905502875740638,0.1130952380952381,0.07954545454545454,0.27011494252873564,0.2388888888888889,-0.03354978354978355,-0.031226053639846735,4.0,6.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,8.0,3.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Oceanographic Data Analysis with AI,Environmental Science,20,1.0,174.0,174.0,159.0,161.0,0.0,2.0,16.770689655172415,17.04195402298851,16.116196172248806,16.544571428571434,0.2712643678160944,0.42837525632262796,9.25994252873565,7.315114942528737,4.129282296650729,3.8754285714285857,-1.9448275862069124,-0.2538537252221431,0.2647058823529412,0.27647058823529413,0.28289473684210525,0.2792207792207792,0.011764705882352955,-0.0036739576213260516,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Self-Supervised Learning in Computer Vision,Computer Vision,20,1.0,166.0,173.0,168.0,161.0,7.0,-7.0,12.463317073170735,11.265334063526836,12.493638554216869,12.118147295742233,-1.1979830096438988,-0.3754912584746357,34.91704878048782,41.174353778751396,35.05587951807232,33.76476985040276,6.257304998263578,-1.2911096676695593,0.11764705882352941,0.1488095238095238,0.1686046511627907,0.1761006289308176,0.031162464985994398,0.007495977768026907,3.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,4.0,7.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Memory Augmented Neural Networks,AI Research,20,1.0,177.0,168.0,166.0,162.0,-9.0,-4.0,13.600136363636366,13.281110429447853,17.41975155279503,17.734212920837127,-0.3190259341885131,0.314461368042096,28.903954545454553,28.875776073619647,11.137204968944133,7.864904458598744,-0.02817847183490585,-3.2723005103453886,0.1694915254237288,0.18072289156626506,0.22699386503067484,0.22012578616352202,0.011231366142536253,-0.0068680788671528215,1.0,2.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Neural Network Activation Functions,Machine Learning,20,1.0,179.0,178.0,163.0,155.0,-1.0,-8.0,13.957617977528091,15.446333333333335,15.687036163522013,14.798582214765101,1.488715355805244,-0.8884539487569114,26.6972134831461,15.845771186440714,17.993950471698128,22.137336409396,-10.851442296705386,4.143385937697872,0.17679558011049723,0.2222222222222222,0.2222222222222222,0.19078947368421054,0.04542664211172498,-0.03143274853801167,3.0,4.0,3.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Transfer Learning,Machine Learning,20,1.0,187.0,187.0,182.0,180.0,0.0,-2.0,10.823139784946239,10.823139784946239,12.724051565377533,12.6837374301676,0.0,-0.040314135209932545,50.59470967741939,50.59470967741939,39.65758133824431,36.0083994413408,0.0,-3.6491818969035137,0.0797872340425532,0.0797872340425532,0.12021857923497267,0.1270718232044199,0.0,0.006853243969447226,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Attention Mechanisms,Natural Language Processing,20,1.0,179.0,179.0,181.0,180.0,0.0,-1.0,12.179666666666666,12.179666666666666,13.908888888888889,17.065858938547482,0.0,3.156970049658593,39.266110169491554,39.266110169491554,30.965000000000032,12.561246508379924,0.0,-18.403753491620108,0.1781609195402299,0.1781609195402299,0.1977401129943503,0.23728813559322035,0.0,0.03954802259887005,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Generative Adversarial Networks (GANs),Computer Vision,20,1.0,187.0,172.0,169.0,169.0,-15.0,0.0,14.665287433155083,13.46,13.367952380952381,13.508428571428574,-1.2052874331550818,0.14047619047619264,31.553225267379673,28.840000000000032,29.14371428571431,28.136571428571443,-2.7132252673796415,-1.0071428571428669,0.15053763440860216,0.18452380952380953,0.18072289156626506,0.18072289156626506,0.03398617511520738,0.0,4.0,2.0,2.0,2.0,-2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Few-Shot Learning,Machine Learning,20,1.0,182.0,177.0,172.0,172.0,-5.0,0.0,13.375985267034995,12.023563218390805,12.889546351084814,12.889546351084814,-1.3524220486441898,0.0,34.98354818907305,43.29442528735635,36.09626561472717,36.09626561472717,8.3108770982833,0.0,0.0972972972972973,0.08196721311475409,0.12994350282485875,0.12994350282485875,-0.01533008418254321,0.0,5.0,4.0,7.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Local Interpretable Model-agnostic Explanations (LIME),Explainable AI,20,1.0,168.0,160.0,166.0,165.0,-8.0,-1.0,13.974810379241521,12.896226415094343,13.480695296523518,14.523549382716052,-1.0785839641471782,1.0428540861925342,27.919673985362635,34.06937106918241,30.670627130197715,27.00347222222223,6.149697083819774,-3.667154907975487,0.19642857142857142,0.18471337579617833,0.21212121212121213,0.21818181818181817,-0.011715195632393094,0.006060606060606044,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Neural Architecture Search,Automated Machine Learning,20,1.0,185.0,182.0,164.0,164.0,-3.0,0.0,13.02804347826087,12.914599447513815,14.627710437710437,14.627710437710437,-0.11344403074705411,0.0,28.968405797101468,29.336466390423567,16.42015151515156,16.42015151515156,0.36806059332209884,0.0,0.23626373626373626,0.2222222222222222,0.32298136645962733,0.32298136645962733,-0.014041514041514047,0.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Ethics in AI,Artificial Intelligence,20,1.0,178.0,180.0,174.0,175.0,2.0,1.0,13.228404494382026,12.94959595959596,12.090697674418607,12.438434051497637,-0.2788085347860658,0.3477363770790305,31.92530337078651,31.365909090909128,33.90759689922484,33.89725170782975,-0.559394279877381,-0.01034519139508916,0.2247191011235955,0.2247191011235955,0.19540229885057472,0.17613636363636365,0.0,-0.019265935214211077,4.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Reinforcement Learning vs. Supervised Learning,Machine Learning,20,1.0,169.0,168.0,155.0,166.0,-1.0,11.0,13.208717791411043,13.16256790123457,12.137557823129253,12.42144927536232,-0.04614989017647275,0.28389145223306755,29.394794478527643,29.54755555555556,34.224704081632666,37.86908212560388,0.1527610770279182,3.6443780439712157,0.15950920245398773,0.15432098765432098,0.19594594594594594,0.1656441717791411,-0.005188214799666746,-0.03030177416680485,1.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Explainable Reinforcement Learning,Artificial Intelligence,20,1.0,151.0,152.0,169.0,167.0,1.0,-2.0,15.729590409590411,13.285981735159819,14.94614110429448,15.426418219461699,-2.4436086744305925,0.48027711516721894,18.6748251748252,28.70232115677325,16.938352760736194,16.3249827467219,10.02749598194805,-0.6133700140142935,0.3125,0.2348993288590604,0.24539877300613497,0.2331288343558282,-0.0776006711409396,-0.012269938650306761,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,4.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,A/B Testing in Machine Learning Models,Data Science,20,1.0,176.0,176.0,147.0,164.0,0.0,17.0,11.733285714285714,12.559047619047618,10.247388781431336,11.616079754601227,0.8257619047619045,1.3686909731698904,42.11021428571431,39.65317460317462,44.424545454545495,40.81319938650307,-2.457039682539687,-3.6113460680424225,0.12994350282485875,0.11864406779661017,0.1925925925925926,0.18633540372670807,-0.01129943502824858,-0.006257188865884528,3.0,2.0,5.0,5.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Data Augmentation Techniques,Computer Vision,20,1.0,182.0,159.0,161.0,163.0,-23.0,2.0,13.681626373626376,12.639473684210525,13.096519480519483,13.217580645161288,-1.0421526894158504,0.12106116464180516,29.388373626373664,27.004649122807052,28.59620779220782,27.906370967741964,-2.3837245035666115,-0.689836824465857,0.1564245810055866,0.17333333333333334,0.19607843137254902,0.19607843137254902,0.016908752327746746,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Symbolic AI vs. Subsymbolic AI,Artificial Intelligence,20,1.0,164.0,161.0,156.0,154.0,-3.0,-2.0,13.385307855626326,13.765716981132076,15.411827956989253,16.934163907284766,0.38040912550575,1.5223359502955134,30.167105449398463,24.688952830188697,15.242186379928341,7.2715769867549795,-5.478152619209766,-7.970609393173362,0.28125,0.3081761006289308,0.25161290322580643,0.27702702702702703,0.026926100628930805,0.0254141238012206,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Model Compression Techniques,Deep Learning,20,1.0,177.0,175.0,175.0,175.0,-2.0,0.0,15.113,14.22814285714286,13.182352941176472,13.52941176470588,-0.8848571428571397,0.34705882352940876,18.23560169491529,24.223357142857168,30.83058823529413,28.3423529411765,5.987755447941879,-2.4882352941176293,0.22988505747126436,0.22413793103448276,0.22093023255813954,0.2138728323699422,-0.005747126436781602,-0.007057400188197338,5.0,4.0,1.0,2.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Self-supervised Learning,Machine Learning,20,1.0,178.0,177.0,173.0,167.0,-1.0,-6.0,10.446333333333335,10.247863636363636,15.472978303747539,15.218118609406954,-0.19846969696969907,-0.25485969434058475,51.69322881355933,52.93804545454546,17.574372123602927,18.214185412406323,1.24481664098613,0.6398132888033956,0.09444444444444444,0.07734806629834254,0.24705882352941178,0.2469879518072289,-0.017096378146101904,-7.087172218286919e-05,6.0,7.0,3.0,2.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Knowledge Graphs,Information Retrieval,20,1.0,167.0,167.0,170.0,170.0,0.0,0.0,13.526765432098767,13.526765432098767,13.204550295857988,13.204550295857988,0.0,0.0,26.936444444444447,26.936444444444447,30.49333431952664,30.49333431952664,0.0,0.0,0.22784810126582278,0.22784810126582278,0.22023809523809523,0.22023809523809523,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Data Drift,Machine Learning Operations,20,1.0,180.0,175.0,156.0,158.0,-5.0,2.0,13.260000000000002,12.354620689655174,13.224856512141283,14.326157894736845,-0.9053793103448271,1.1013013825955618,32.05500000000001,37.47744827586209,30.13005886681384,19.424105263157912,5.422448275862081,-10.705953603655928,0.1787709497206704,0.1657142857142857,0.22435897435897437,0.2838709677419355,-0.013056664006384694,0.05951199338296112,3.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Adversarial Machine Learning,Security in AI,20,1.0,161.0,161.0,159.0,156.0,0.0,-3.0,16.011234177215194,16.085917721518992,16.82878787878788,14.620816326530612,0.07468354430379875,-2.20797155225727,15.446977848101284,14.911534810126597,4.885404040404069,19.330136054421814,-0.5354430379746873,14.444732014017745,0.189873417721519,0.18354430379746836,0.24836601307189543,0.2,-0.006329113924050639,-0.04836601307189542,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Graph Neural Networks,Deep Learning,20,1.0,170.0,168.0,174.0,155.0,-2.0,-19.0,12.436502958579883,11.740489929232446,13.188213872832371,12.579975594874927,-0.6960130293474371,-0.6082382779574438,35.999843195266294,37.92964616222105,31.322898843930687,28.99643075045762,1.9298029669547532,-2.3264680934730677,0.19047619047619047,0.18072289156626506,0.2631578947368421,0.25170068027210885,-0.009753298909925406,-0.011457214464733245,2.0,1.0,4.0,2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Causal Inference in AI,Statistics,20,1.0,163.0,167.0,175.0,170.0,4.0,-5.0,12.887054673721344,14.932727272727274,14.501176470588238,13.860000000000003,2.045672599005929,-0.6411764705882348,23.2788888888889,14.719090909090937,21.375294117647087,22.410000000000025,-8.559797979797963,1.034705882352938,0.25153374233128833,0.2682926829268293,0.2235294117647059,0.21212121212121213,0.01675894059554095,-0.011408199643493766,3.0,2.0,2.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Federated Learning,Machine Learning,20,1.0,181.0,183.0,177.0,180.0,2.0,3.0,13.433458608430676,14.745046040515653,13.327727272727273,14.661391061452516,1.311587432084977,1.333663788725243,27.73494159471815,25.168078575813382,25.632424242424293,21.829628491620127,-2.566863018904769,-3.802795750804165,0.15428571428571428,0.17045454545454544,0.2023121387283237,0.1875,0.016168831168831166,-0.01481213872832371,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
